Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000010000481,1000,false,VB,002,32.000,1.000,1.057,0.687,1.000,4.500,5.793
000000000010000482,1000,false,VB,010,10.000,1.000,3.929,1.396,13.667,82.000,50.995
000000000010000483,3000,false,VB,006,0.000,0.000,2.992,1.985,2.500,15.000,21.856
000000000010000483,2000,false,VB,005,23.000,0.000,3.100,2.161,1.000,6.000,7.364
000000000010000484,2000,false,VB,005,120.000,2.000,14.671,6.604,1.250,7.500,15.055
000000000010000485,3000,false,VB,004,52.000,3.000,0.555,0.379,1.000,1.000,1.211
000000000080000105,1000,false,VB,003,32.000,0.000,2.789,1.486,1.000,4.500,4.653
000000000010000486,3000,false,VB,008,49.000,2.000,64.143,16.387,29.917,179.500,162.230
000000000010000487,1000,false,VB,004,131.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000488,3000,false,VB,004,189.000,3.000,15.489,4.764,1.167,7.000,15.489
000000000030000104,4000,false,ND,008,57.000,0.000,0.000,0.000,1.000,4.750,0.000
000000000010000489,4000,false,VB,003,132.000,1.000,19.081,10.348,2.417,14.500,26.113
000000000080000106,2000,false,VB,002,11.000,2.000,1.995,1.509,1.042,6.250,4.499
000000000010000490,2000,false,VB,010,103.000,3.000,9.317,5.488,1.000,5.500,12.264
000000000080000107,2000,false,VB,008,41.000,1.000,2.910,2.048,1.083,6.500,13.914
000000000090000027,2000,false,ND,001,21.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000027,1000,false,ND,001,21.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000491,3000,false,VB,004,52.000,3.000,9.546,3.887,2.500,15.000,10.683
000000000010000492,1000,false,VB,006,236.000,2.000,28.150,14.522,1.000,6.000,28.150
000000000080000108,2000,false,VB,009,102.000,3.000,6.860,3.296,1.042,6.250,7.546
000000000010000493,3000,false,VB,004,205.000,3.000,10.911,4.429,1.000,3.500,13.002
000000000010000494,3000,false,VB,005,42.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000080000109,3000,false,VB,007,140.000,3.000,18.847,12.112,1.125,6.750,21.859
000000000010000495,4000,false,VB,005,35.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000496,3000,false,VB,002,44.000,2.000,0.616,0.431,1.000,1.000,1.721
000000000030000105,3000,false,PD,007,51.000,3.000,0.000,0.000,1.000,4.500,0.000
000000000030000105,2000,false,PD,009,51.000,2.000,0.000,0.000,1.000,2.750,0.000
000000000010000497,4000,false,VB,005,44.000,0.000,1.934,1.089,1.000,2.500,4.031
000000000010000497,1000,false,VB,006,44.000,3.000,1.117,0.760,1.000,1.250,2.656
000000000090000028,4000,false,ND,003,43.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000028,2000,false,ND,008,43.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000498,1000,false,VB,007,90.000,3.000,41.340,10.179,20.625,123.750,126.877
000000000010000499,4000,false,VB,002,25.000,2.000,0.535,0.372,1.000,1.250,1.874
000000000010000500,2000,false,VB,005,39.000,0.000,1.689,1.092,1.000,4.500,8.207
000000000010000500,4000,false,VB,004,39.000,2.000,5.987,4.068,1.000,5.750,5.987
000000000030000106,2000,false,PD,009,36.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000080000110,2000,false,VB,004,145.000,3.000,15.452,8.729,1.417,8.500,26.368
000000000010000501,1000,false,VB,009,36.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000080000111,1000,false,VB,009,0.000,0.000,4.697,3.278,1.125,6.750,10.926
000000000010000502,2000,false,VB,004,10.000,0.000,8.122,2.930,17.833,107.000,103.124
000000000010000503,3000,false,VB,010,92.000,0.000,27.379,5.156,9.167,55.000,108.242
000000000010000503,2000,false,VB,008,92.000,0.000,80.712,11.969,30.750,184.500,199.179
000000000010000504,1000,false,VB,002,19.000,2.000,1.818,1.076,2.083,12.500,16.809
000000000010000505,1000,false,VB,001,13.000,1.000,45.758,16.932,38.125,228.750,154.759
000000000010000506,1000,false,VB,004,138.000,1.000,7.807,3.255,1.625,9.750,28.141
000000000010000507,1000,false,VB,010,8.000,0.000,9.816,4.592,32.792,196.750,104.132
000000000010000508,2000,false,VB,003,126.000,2.000,1.228,0.585,1.000,2.000,5.452
000000000010000509,4000,false,VB,009,50.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000510,3000,false,VB,004,23.000,1.000,4.716,3.704,1.000,4.750,7.263
000000000010000511,4000,false,VB,008,28.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000511,1000,false,VB,005,28.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000512,3000,false,VB,003,29.000,3.000,0.804,0.545,1.000,2.500,3.400
000000000010000512,1000,false,VB,002,29.000,2.000,0.538,0.381,1.000,1.000,1.377
000000000010000513,2000,false,VB,007,42.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000514,1000,false,VB,002,111.000,3.000,2.441,1.567,1.000,3.000,10.229
000000000010000515,1000,false,VB,006,47.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000516,2000,false,VB,006,22.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000517,4000,false,VB,005,31.000,2.000,1.193,0.982,1.000,1.000,1.816
000000000010000517,2000,false,VB,001,31.000,0.000,0.466,0.407,1.000,1.000,1.427
000000000010000518,2000,false,VB,005,18.000,3.000,6.740,2.452,11.958,71.750,72.724
000000000030000107,3000,false,PD,004,53.000,2.000,0.000,0.000,1.667,10.000,0.000
000000000010000519,2000,false,VB,002,23.000,2.000,0.383,0.292,1.000,1.000,0.667
000000000010000520,3000,false,VB,009,35.000,3.000,62.498,13.120,32.333,194.000,223.035
000000000010000521,1000,false,VB,001,21.000,3.000,58.188,20.584,36.083,216.500,189.772
000000000010000521,2000,false,VB,004,21.000,3.000,49.064,16.966,27.083,162.500,85.864
000000000010000522,1000,false,VB,006,71.000,1.000,12.642,8.853,1.250,7.500,20.849
000000000030000108,2000,false,ND,007,55.000,3.000,0.000,0.000,1.750,10.500,0.000
000000000030000108,1000,false,PD,010,55.000,1.000,0.000,0.000,1.250,7.500,0.000
000000000010000523,3000,false,VB,005,97.000,1.000,10.451,5.627,2.958,17.750,46.043
000000000030000109,1000,false,ND,005,111.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000030000109,2000,false,VB,003,111.000,2.000,10.722,6.356,1.167,7.000,18.807
000000000010000524,3000,false,VB,001,195.000,2.000,16.146,4.912,1.167,7.000,16.146
000000000010000524,1000,false,VB,003,195.000,1.000,7.258,2.340,1.083,6.500,13.583
000000000010000525,3000,false,VB,006,51.000,1.000,5.774,3.660,1.208,7.250,14.959
000000000010000525,4000,false,VB,003,51.000,1.000,8.764,7.213,1.000,3.250,8.819
000000000090000029,4000,false,ND,006,35.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000080000112,4000,false,VB,010,57.000,2.000,7.036,4.156,1.000,5.500,7.273
000000000080000112,1000,false,VB,008,0.000,3.000,4.685,2.939,1.000,3.750,8.148
000000000010000526,1000,false,VB,009,39.000,0.000,8.578,5.213,1.625,9.750,12.660
000000000010000527,2000,false,VB,005,57.000,0.000,21.407,13.027,2.708,16.250,21.407
000000000010000528,1000,false,VB,006,30.000,0.000,0.552,0.373,1.000,1.250,1.753
000000000010000529,1000,false,VB,001,37.000,0.000,6.489,4.007,1.750,10.500,14.752
000000000080000113,3000,false,VB,003,147.000,3.000,13.680,9.002,1.000,4.000,13.680
000000000010000530,1000,false,VB,007,11.000,2.000,4.153,1.179,10.083,60.500,26.339
000000000010000531,3000,false,VB,009,30.000,3.000,20.960,4.895,11.125,66.750,83.705
000000000010000531,4000,false,VB,003,30.000,0.000,66.956,18.037,27.917,167.500,213.858
000000000080000114,2000,false,VB,003,31.000,0.000,4.883,3.731,1.000,5.250,7.750
000000000010000532,3000,false,VB,005,232.000,3.000,3.734,1.134,1.000,3.250,9.243
000000000030000110,2000,false,PD,009,33.000,0.000,0.000,0.000,1.167,7.000,0.000
000000000010000533,3000,false,VB,002,35.000,3.000,36.781,7.868,18.833,113.000,102.652
000000000010000534,2000,false,VB,004,39.000,0.000,58.389,8.860,26.000,156.000,164.935
000000000010000535,1000,false,VB,003,194.000,2.000,5.145,1.757,1.000,3.000,8.072
000000000010000536,4000,false,VB,001,187.000,2.000,1.580,0.802,1.000,1.250,5.612
000000000010000536,3000,false,VB,009,187.000,3.000,27.657,8.538,1.750,10.500,34.332
000000000010000537,1000,false,VB,006,32.000,0.000,44.917,12.240,22.333,134.000,143.253
000000000080000115,3000,false,VB,003,37.000,0.000,12.472,8.666,1.792,10.750,14.789
000000000010000538,1000,false,VB,007,62.000,2.000,12.268,7.727,1.667,10.000,21.683
000000000090000030,1000,false,ND,006,14.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000539,1000,false,VB,002,25.000,2.000,0.331,0.267,1.000,1.000,1.776
000000000010000539,2000,false,VB,005,0.000,2.000,0.393,0.308,1.000,1.250,1.244
000000000010000540,1000,false,VB,009,28.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000111,3000,false,PD,009,13.000,3.000,0.000,0.000,1.667,10.000,0.000
000000000010000541,1000,false,VB,008,149.000,0.000,15.209,4.781,1.250,7.500,15.209
000000000010000541,3000,false,VB,007,149.000,0.000,3.206,1.461,1.000,2.000,6.191
000000000030000112,2000,false,ND,009,53.000,2.000,0.000,0.000,1.625,9.750,0.000
000000000080000116,1000,false,VB,006,75.000,3.000,1.341,0.902,1.000,2.500,5.729
000000000010000542,4000,false,VB,010,11.000,2.000,26.946,11.943,37.125,222.750,120.594
000000000030000113,4000,false,PD,002,28.000,2.000,0.000,0.000,1.292,7.750,0.000
000000000030000114,3000,false,PD,007,28.000,2.000,0.000,0.000,1.083,6.500,0.000
000000000010000543,3000,false,VB,009,189.000,0.000,4.229,1.904,1.000,1.750,5.618
000000000080000117,4000,false,VB,008,49.000,0.000,2.515,1.785,1.000,1.750,3.881
000000000010000544,1000,false,VB,001,53.000,0.000,10.628,6.733,1.375,8.250,15.800
000000000010000544,3000,false,VB,005,53.000,3.000,9.437,6.348,1.708,10.250,21.436
000000000030000115,3000,false,PD,004,105.000,3.000,0.000,0.000,1.917,11.500,0.000
000000000030000116,1000,false,ND,007,28.000,0.000,0.000,0.000,1.083,6.500,0.000
000000000010000545,4000,false,VB,004,59.000,0.000,3.430,2.367,1.000,3.500,5.113
000000000010000546,4000,false,VB,009,131.000,0.000,254.449,50.243,28.375,170.250,368.223
000000000010000546,3000,false,VB,005,131.000,3.000,78.492,14.085,18.750,112.500,132.871
000000000010000547,2000,false,VB,007,22.000,0.000,1.153,0.915,1.000,1.250,2.308
000000000010000548,4000,false,VB,009,36.000,1.000,5.228,3.694,1.000,5.250,5.636
000000000080000118,3000,false,VB,005,79.000,0.000,10.438,6.192,1.208,7.250,11.449
000000000010000549,4000,false,VB,001,192.000,1.000,6.127,3.046,1.000,2.500,6.127
000000000010000550,1000,false,VB,005,110.000,1.000,4.366,2.565,1.000,2.250,7.124
000000000030000117,4000,false,PD,002,26.000,2.000,0.000,0.000,1.875,11.250,0.000
000000000010000551,1000,false,VB,004,155.000,2.000,4.551,2.002,1.167,7.000,18.721
000000000010000552,1000,false,VB,003,47.000,3.000,1.977,1.386,1.000,1.500,2.490
000000000010000553,1000,false,VB,006,57.000,2.000,1.298,0.884,1.000,2.000,3.704
000000000030000118,4000,false,PD,006,101.000,2.000,0.000,0.000,2.333,14.000,0.000
000000000010000554,4000,false,VB,009,150.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000119,3000,false,ND,001,59.000,1.000,0.000,0.000,1.792,10.750,0.000
000000000030000120,3000,false,ND,008,51.000,1.000,0.000,0.000,2.583,15.500,0.000
000000000010000555,1000,false,VB,001,15.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000556,3000,false,VB,001,50.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000556,2000,false,VB,005,50.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000080000119,4000,false,VB,004,39.000,0.000,1.051,0.598,1.000,3.000,3.294
000000000010000557,3000,false,VB,005,102.000,2.000,12.145,7.661,1.000,5.750,12.145
000000000010000557,4000,false,VB,001,102.000,1.000,8.297,4.894,1.000,4.250,8.297
000000000030000121,3000,false,ND,007,15.000,1.000,0.000,0.000,1.458,8.750,0.000
000000000010000558,2000,false,VB,008,34.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000559,2000,false,VB,008,49.000,2.000,6.464,4.072,1.083,6.500,10.948
000000000080000120,1000,false,VB,008,39.000,0.000,3.131,1.537,1.333,8.000,6.252
000000000030000122,3000,false,ND,008,47.000,1.000,0.000,0.000,1.917,11.500,0.000
000000000080000121,3000,false,VB,009,107.000,0.000,5.737,3.466,1.000,4.750,7.916
000000000010000560,2000,false,VB,005,35.000,2.000,96.589,18.398,44.333,266.000,276.760
000000000080000122,2000,false,VB,007,14.000,1.000,2.354,1.694,1.417,8.500,10.327
000000000080000122,3000,false,VB,005,14.000,2.000,1.287,1.049,1.000,3.750,2.690
000000000010000561,4000,false,VB,004,16.000,0.000,1.926,1.532,1.000,3.500,2.571
000000000090000031,2000,false,ND,003,49.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000030000123,1000,false,ND,006,0.000,2.000,0.000,0.000,1.000,3.500,0.000
000000000030000123,4000,false,ND,002,50.000,3.000,0.000,0.000,1.083,6.500,0.000
000000000010000562,4000,false,VB,003,19.000,0.000,1.185,0.954,1.000,1.250,1.311
000000000010000562,2000,false,VB,007,19.000,2.000,0.801,0.601,1.000,2.000,1.454
000000000080000123,2000,false,VB,004,52.000,1.000,1.945,1.023,1.042,6.250,9.652
000000000030000124,3000,false,PD,009,138.000,2.000,0.000,0.000,1.000,5.500,0.000
000000000010000563,3000,false,VB,001,55.000,3.000,106.602,21.760,29.125,174.750,165.629
000000000080000124,2000,false,VB,001,40.000,3.000,13.027,5.625,3.542,21.250,26.258
000000000080000125,2000,false,VB,003,18.000,1.000,3.373,2.410,1.000,5.750,6.904
000000000010000564,1000,false,VB,004,162.000,2.000,7.326,2.653,1.000,3.000,8.687
000000000010000565,3000,false,VB,005,143.000,1.000,12.069,6.188,1.000,5.500,12.069
000000000080000126,1000,false,VB,002,26.000,1.000,1.988,1.496,1.000,4.750,6.536
000000000080000127,4000,false,VB,004,56.000,1.000,6.016,3.373,1.000,5.750,6.254
000000000010000566,1000,false,VB,010,11.000,2.000,2.478,1.752,1.458,8.750,7.386
000000000080000128,2000,false,VB,001,119.000,2.000,2.783,1.910,1.000,2.000,4.399
000000000010000567,3000,false,VB,001,46.000,0.000,0.714,0.439,1.000,2.250,3.612
000000000010000568,3000,false,VB,010,33.000,1.000,2.183,1.645,1.167,7.000,14.030
000000000010000568,1000,false,VB,009,33.000,0.000,9.733,6.409,2.125,12.750,22.563
000000000080000129,2000,false,VB,005,24.000,0.000,0.576,0.395,1.000,3.000,4.031
000000000010000569,4000,false,VB,001,37.000,2.000,34.191,8.785,15.000,90.000,54.412
000000000010000569,2000,false,VB,008,37.000,0.000,56.615,14.238,25.458,152.750,177.393
000000000010000570,2000,false,VB,008,133.000,1.000,3.400,1.177,1.000,3.500,6.245
000000000010000571,4000,false,VB,002,25.000,2.000,3.536,2.355,1.000,6.000,9.257
000000000010000571,2000,false,VB,005,25.000,1.000,1.296,0.657,1.083,6.500,4.754
000000000010000572,1000,false,VB,005,34.000,3.000,26.033,8.530,37.167,223.000,206.622
000000000010000573,3000,false,VB,010,82.000,3.000,3.379,1.791,1.000,2.000,3.379
000000000010000574,1000,false,VB,008,38.000,2.000,5.648,3.321,1.458,8.750,6.809
000000000010000575,2000,false,VB,006,56.000,3.000,4.619,2.820,1.125,6.750,12.084
000000000010000575,4000,false,VB,005,56.000,2.000,13.497,7.659,1.875,11.250,15.558
000000000010000576,4000,false,VB,002,10.000,0.000,0.614,0.421,1.000,5.000,3.288
000000000030000125,3000,false,PD,004,81.000,0.000,0.000,0.000,2.917,17.500,0.000
000000000030000125,1000,false,PD,007,81.000,3.000,0.000,0.000,1.000,6.000,0.000
000000000010000577,3000,false,VB,002,126.000,0.000,4.637,2.451,1.000,2.750,9.108
000000000080000130,1000,false,VB,004,18.000,1.000,1.578,1.146,1.000,5.500,5.988
000000000010000578,1000,false,VB,001,31.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000579,2000,false,VB,004,114.000,2.000,4.632,3.144,1.000,2.500,8.134
000000000010000580,1000,false,VB,004,136.000,0.000,90.341,13.410,28.375,170.250,369.853
000000000030000126,1000,false,ND,007,149.000,3.000,0.000,0.000,1.125,6.750,0.000
000000000010000581,1000,false,VB,005,178.000,1.000,18.360,4.735,2.125,12.750,28.122
000000000010000582,1000,false,VB,002,137.000,3.000,266.292,29.483,38.250,229.500,542.491
000000000010000583,2000,false,VB,004,51.000,3.000,2.176,1.183,1.000,4.750,6.128
000000000010000584,4000,false,VB,007,40.000,1.000,8.845,2.665,7.875,47.250,29.131
000000000010000584,3000,false,VB,005,40.000,3.000,10.769,3.265,10.250,61.500,73.950
000000000010000585,2000,false,VB,004,35.000,3.000,74.939,20.539,37.875,227.250,289.990
000000000010000585,4000,false,VB,003,35.000,3.000,58.258,16.850,30.125,180.750,191.538
000000000010000586,3000,false,VB,008,40.000,0.000,2.317,1.303,1.000,3.500,4.152
000000000010000586,1000,false,VB,004,40.000,1.000,6.442,3.242,1.750,10.500,17.775
000000000030000127,2000,false,PD,004,37.000,1.000,0.000,0.000,1.875,11.250,0.000
000000000080000131,4000,false,VB,008,100.000,3.000,6.247,3.855,1.000,3.500,9.794
000000000080000131,3000,false,VB,004,100.000,2.000,7.243,4.443,1.000,5.000,16.936
000000000010000587,3000,false,VB,004,103.000,2.000,6.602,3.794,1.125,6.750,9.637
000000000010000587,4000,false,VB,006,103.000,2.000,3.592,2.013,1.000,4.000,7.852
000000000090000032,3000,false,ND,008,44.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000032,2000,false,ND,004,44.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000588,3000,false,VB,009,41.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000132,3000,false,VB,003,24.000,3.000,4.778,2.648,1.917,11.500,9.066
000000000080000132,2000,false,VB,008,24.000,2.000,2.372,1.516,1.000,5.250,4.872
000000000010000589,1000,false,VB,010,42.000,1.000,13.397,2.513,10.292,61.750,69.613
000000000010000590,3000,false,VB,006,59.000,1.000,46.659,10.478,18.792,112.750,103.676
000000000030000128,4000,false,VB,007,56.000,3.000,7.960,5.581,1.000,4.750,9.560
000000000030000128,3000,false,ND,009,56.000,1.000,0.000,0.000,1.542,9.250,0.000
000000000030000129,2000,false,ND,006,150.000,3.000,0.000,0.000,2.000,12.000,0.000
000000000010000591,2000,false,VB,010,58.000,1.000,3.554,2.228,1.000,4.500,10.404
000000000010000591,1000,false,VB,009,58.000,3.000,9.638,6.080,2.208,13.250,18.904
000000000010000592,1000,false,VB,010,8.000,1.000,0.406,0.313,1.000,3.500,2.878
000000000080000133,4000,false,VB,008,17.000,1.000,2.263,1.772,1.000,4.250,3.936
000000000010000593,2000,false,VB,008,49.000,1.000,1.631,0.892,1.000,3.750,5.447
000000000010000594,2000,false,VB,008,150.000,0.000,109.252,12.468,24.083,144.500,149.085
000000000030000130,4000,false,ND,001,28.000,1.000,0.000,0.000,1.000,6.000,0.000
000000000030000130,2000,false,PD,007,28.000,3.000,0.000,0.000,1.000,5.500,0.000
000000000030000131,3000,false,PD,003,39.000,0.000,0.000,0.000,3.125,18.750,0.000
000000000010000595,3000,false,VB,004,130.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000596,2000,false,VB,010,103.000,1.000,11.406,7.374,1.292,7.750,13.289
000000000030000132,1000,false,VB,002,105.000,1.000,19.081,9.597,1.667,10.000,19.081
000000000030000132,3000,false,ND,006,105.000,3.000,0.000,0.000,1.208,7.250,0.000
000000000010000597,1000,false,VB,003,40.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000597,4000,false,VB,001,40.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000133,4000,false,ND,005,55.000,1.000,0.000,0.000,1.542,9.250,0.000
000000000080000134,3000,false,VB,007,72.000,3.000,10.897,6.258,2.083,12.500,20.152
000000000010000598,4000,false,VB,008,106.000,3.000,42.114,5.804,17.250,103.500,189.581
000000000090000033,3000,false,ND,004,26.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000134,2000,false,ND,002,31.000,0.000,0.000,0.000,2.000,12.000,0.000
000000000010000599,2000,false,VB,003,47.000,1.000,79.124,15.113,25.958,155.750,130.530
000000000010000600,2000,false,VB,007,102.000,2.000,80.224,18.226,19.958,119.750,262.725
000000000080000135,3000,false,VB,009,82.000,1.000,4.226,2.532,1.417,8.500,14.886
000000000080000135,4000,false,VB,004,82.000,2.000,18.735,11.171,2.583,15.500,35.828
000000000080000136,1000,false,VB,008,34.000,2.000,3.783,2.793,1.000,4.500,4.734
000000000080000136,4000,false,VB,004,34.000,3.000,3.055,2.037,1.000,5.750,8.905
000000000010000601,2000,false,VB,004,17.000,1.000,2.367,1.793,1.125,6.750,9.816
000000000010000602,4000,false,VB,004,81.000,3.000,86.030,19.041,21.042,126.250,171.825
000000000010000602,2000,false,VB,002,81.000,2.000,30.474,6.166,9.333,56.000,41.575
000000000010000603,2000,false,VB,006,85.000,3.000,1.278,0.813,1.000,1.000,1.604
000000000010000603,4000,false,VB,010,85.000,3.000,1.416,0.856,1.000,1.250,3.112
000000000010000604,4000,false,VB,003,52.000,2.000,0.000,0.000,1.000,1.000,0.000
