Werks,Lgort,Matnr,Dispo,Mtart,Matkl,Dismm,Mbwbest,Wbwbest,Letztzug,Letztabg,Letztver,Letztbew,Eisbe
1000,SP01,000000000010000249,005,ERSA,MECH-BRG,VB,21.000,314757.66,2026-08-04T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,2026-08-04T00:00:00,3.308
2000,SP02,000000000080000060,003,ERSA,ELEC-CTRL,VB,3.000,1296083.70,2026-05-21T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,4.436
3000,SP03,000000000080000060,002,ERSA,ELEC-CTRL,VB,18.000,7776502.20,2026-08-29T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-29T00:00:00,10.404
2000,SP02,000000000080000061,003,ERSA,HYDR-ASSY,VB,9.000,944808.57,2026-06-10T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,4.460
1000,SP01,000000000080000062,008,HIBE,MECH-SEAL,VB,5.000,1700589.00,2026-08-28T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-08-28T00:00:00,1.295
3000,SP03,000000000010000250,008,HIBE,CONV-COMP,VB,7.000,4425662.64,2026-06-24T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,3.916
1000,SP01,000000000080000063,004,ERSA,MECH-BRG,VB,6.000,1872912.54,2026-08-27T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-27T00:00:00,4.552
2000,SP02,000000000080000063,005,ERSA,MECH-BRG,VB,5.000,1560760.45,2026-07-19T00:00:00,2026-05-05T00:00:00,2026-05-05T00:00:00,2026-07-19T00:00:00,1.910
1000,SP01,000000000010000251,003,HIBE,MECH-SEAL,VB,4.000,327711.96,2026-08-19T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2026-08-19T00:00:00,1.248
4000,SP04,000000000010000252,005,ERSA,MECH-SEAL,VB,15.000,954435.15,2026-05-06T00:00:00,2026-05-08T00:00:00,2026-05-08T00:00:00,2026-05-08T00:00:00,8.390
3000,SP03,000000000010000252,010,ERSA,MECH-SEAL,VB,22.000,1399838.22,2026-08-22T00:00:00,2026-06-16T00:00:00,2026-06-16T00:00:00,2026-08-22T00:00:00,3.448
2000,SP02,000000000010000253,005,ERSA,ELEC-MOTR,VB,103.000,39474570.78,2026-04-03T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,9.385
1000,SP01,000000000030000051,010,HIBE,MILL-LINR,ND,4.000,506670.72,2026-07-12T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,0.000
2000,SP02,000000000010000254,007,ERSA,MILL-LINR,VB,19.000,2178871.55,2026-09-07T00:00:00,2026-06-04T00:00:00,2026-06-04T00:00:00,2026-09-07T00:00:00,6.316
3000,SP03,000000000010000255,003,ERSA,ELEC-CTRL,VB,4.000,1258006.24,2026-08-22T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2.760
3000,SP03,000000000010000256,010,HIBE,INST-XMTR,VB,48.000,1158611.52,2026-09-05T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-09-05T00:00:00,6.082
2000,SP02,000000000090000015,009,HIBE,ELEC-MOTR,ND,21.000,1339599.24,,2023-05-31T00:00:00,2023-05-31T00:00:00,2023-05-31T00:00:00,0.000
4000,SP04,000000000090000015,007,HIBE,ELEC-MOTR,ND,36.000,2296455.84,,2025-05-31T00:00:00,2025-05-31T00:00:00,2025-05-31T00:00:00,0.000
1000,SP01,000000000030000052,010,ERSA,INST-XMTR,ND,2.000,291760.16,2026-09-03T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
1000,SP01,000000000010000257,009,ERSA,ELEC-CTRL,VB,9.000,641344.05,2026-04-15T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,5.799
2000,SP02,000000000010000258,006,ERSA,ELEC-MOTR,VB,0.000,0.00,,2023-11-12T00:00:00,2023-11-12T00:00:00,2023-11-12T00:00:00,0.000
2000,SP02,000000000010000259,001,HIBE,MILL-LINR,VB,3.000,225071.07,2025-05-06T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,1.722
4000,SP04,000000000010000259,007,HIBE,MILL-LINR,VB,5.000,375118.45,2025-03-01T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,7.639
1000,SP01,000000000080000064,010,ERSA,MECH-SEAL,VB,9.000,921715.92,2026-08-19T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-19T00:00:00,2.829
3000,SP03,000000000010000260,005,ERSA,HYDR-ASSY,VB,36.000,489730.32,2026-06-06T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,14.523
1000,SP01,000000000080000065,002,ERSA,MILL-LINR,VB,2.000,706251.18,2026-05-31T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2.070
4000,SP04,000000000080000065,001,ERSA,MILL-LINR,VB,7.000,2471879.13,2026-07-09T00:00:00,2026-06-04T00:00:00,2026-06-04T00:00:00,2026-07-09T00:00:00,1.680
4000,SP04,000000000010000261,005,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-12-14T00:00:00,2024-12-14T00:00:00,2024-12-14T00:00:00,5.403
4000,SP04,000000000010000262,008,ERSA,ELEC-MOTR,VB,0.000,0.00,,2025-03-08T00:00:00,2025-03-08T00:00:00,2025-03-08T00:00:00,0.000
3000,SP03,000000000010000262,010,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-09-21T00:00:00,2024-09-21T00:00:00,2024-09-21T00:00:00,0.000
3000,SP03,000000000010000263,009,ERSA,MILL-LINR,VB,0.000,0.00,2026-05-02T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2.447
2000,SP02,000000000010000264,008,ERSA,MILL-LINR,VB,6.000,1018960.02,2025-08-26T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,1.945
1000,SP01,000000000010000265,002,ERSA,MILL-LINR,VB,32.000,608482.56,2026-04-14T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,18.256
1000,SP01,000000000010000266,008,HIBE,CONV-COMP,VB,21.000,1133271.09,2026-08-29T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-29T00:00:00,1.776
1000,SP01,000000000030000053,007,ERSA,MECH-GBOX,PD,0.000,0.00,,,,,0.000
1000,SP01,000000000080000066,007,ERSA,MECH-GBOX,VB,5.000,2104962.25,2026-08-15T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-15T00:00:00,1.164
3000,SP03,000000000030000054,001,ERSA,MECH-PUMP,PD,0.000,0.00,,,,,0.000
4000,SP04,000000000030000055,008,HIBE,CONV-COMP,PD,4.000,345256.08,2026-04-16T00:00:00,,,2026-04-16T00:00:00,0.000
1000,SP01,000000000030000055,005,HIBE,CONV-COMP,ND,2.000,172628.04,2026-07-06T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,0.000
3000,SP03,000000000010000267,008,ERSA,ELEC-MOTR,VB,4.000,663954.96,2026-05-16T00:00:00,2026-01-07T00:00:00,2026-01-07T00:00:00,2026-05-16T00:00:00,1.968
2000,SP02,000000000030000056,010,HIBE,MECH-SEAL,ND,5.000,1741973.60,2026-08-22T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
4000,SP04,000000000010000268,010,ERSA,MECH-BRG,VB,6.000,266118.24,2026-02-17T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,0.690
2000,SP02,000000000010000269,006,ERSA,MECH-GBOX,VB,45.000,2351509.20,2026-04-09T00:00:00,2026-05-30T00:00:00,2026-05-30T00:00:00,2026-05-30T00:00:00,12.682
4000,SP04,000000000080000067,004,ERSA,HYDR-ASSY,VB,13.000,2523044.29,2026-06-11T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,9.380
1000,SP01,000000000080000068,002,ERSA,MECH-SEAL,VB,9.000,3535382.70,2026-08-24T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,5.708
4000,SP04,000000000080000068,006,ERSA,MECH-SEAL,VB,13.000,5106663.90,2026-06-15T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,9.210
4000,SP04,000000000010000270,006,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-04-08T00:00:00,2025-04-08T00:00:00,2025-04-08T00:00:00,0.000
1000,SP01,000000000010000271,007,ERSA,ELEC-CTRL,VB,0.000,0.00,,2022-08-16T00:00:00,2022-08-16T00:00:00,2022-08-16T00:00:00,0.000
3000,SP03,000000000010000272,009,ERSA,MECH-GBOX,VB,0.000,0.00,2026-03-06T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2.886
2000,SP02,000000000010000272,001,ERSA,MECH-GBOX,VB,69.000,128962.38,2026-08-27T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-27T00:00:00,10.173
2000,SP02,000000000010000273,009,ERSA,MILL-LINR,VB,0.000,0.00,,2023-12-27T00:00:00,2023-12-27T00:00:00,2023-12-27T00:00:00,0.000
1000,SP01,000000000010000273,002,ERSA,MILL-LINR,VB,0.000,0.00,,2023-11-10T00:00:00,2023-11-10T00:00:00,2023-11-10T00:00:00,0.000
4000,SP04,000000000030000057,009,ERSA,MILL-LINR,PD,5.000,3079804.80,2026-07-25T00:00:00,2026-05-26T00:00:00,2026-05-26T00:00:00,2026-07-25T00:00:00,0.000
2000,SP02,000000000030000058,008,ERSA,HYDR-ASSY,PD,1.000,360739.60,2026-01-22T00:00:00,2026-01-26T00:00:00,2026-01-26T00:00:00,2026-01-26T00:00:00,0.000
3000,SP03,000000000010000274,010,ERSA,MECH-SEAL,VB,7.000,652978.34,2026-04-09T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,4.015
2000,SP02,000000000080000069,006,ERSA,MECH-SEAL,VB,4.000,1654502.40,2026-02-13T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,0.892
1000,SP01,000000000080000069,008,ERSA,MECH-SEAL,VB,4.000,1654502.40,2026-08-09T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,2026-08-09T00:00:00,0.563
2000,SP02,000000000080000070,006,ERSA,MECH-PUMP,VB,7.000,1423318.54,2026-06-24T00:00:00,2026-04-30T00:00:00,2026-04-30T00:00:00,2026-06-24T00:00:00,2.692
3000,SP03,000000000010000275,007,HIBE,ELEC-MOTR,VB,7.000,5320354.69,2026-08-16T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,1.872
4000,SP04,000000000030000059,002,HIBE,ELEC-MOTR,ND,0.000,0.00,2026-08-25T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,0.000
3000,SP03,000000000030000060,001,ERSA,HYDR-ASSY,PD,6.000,801935.64,2026-05-20T00:00:00,,,2026-05-20T00:00:00,0.000
1000,SP01,000000000010000276,006,ERSA,MECH-GBOX,VB,0.000,0.00,,2024-03-04T00:00:00,2024-03-04T00:00:00,2024-03-04T00:00:00,0.000
2000,SP02,000000000010000276,003,ERSA,MECH-GBOX,VB,0.000,0.00,,2024-06-24T00:00:00,2024-06-24T00:00:00,2024-06-24T00:00:00,0.000
1000,SP01,000000000010000277,004,ERSA,INST-XMTR,VB,18.000,2674189.08,2026-07-08T00:00:00,2026-05-29T00:00:00,2026-05-29T00:00:00,2026-07-08T00:00:00,1.887
3000,SP03,000000000010000277,006,ERSA,INST-XMTR,VB,11.000,1634226.66,2026-08-01T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,6.870
2000,SP02,000000000010000278,008,ERSA,INST-XMTR,VB,9.000,48879.36,2026-04-16T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,4.272
4000,SP04,000000000010000278,004,ERSA,INST-XMTR,VB,3.000,16293.12,2026-05-23T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,3.614
4000,SP04,000000000010000279,009,ERSA,CONV-COMP,VB,5.000,291119.30,2026-06-15T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,4.988
2000,SP02,000000000010000280,008,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-04-05T00:00:00,2025-04-05T00:00:00,2025-04-05T00:00:00,0.000
1000,SP01,000000000010000280,009,ERSA,ELEC-CTRL,VB,0.000,0.00,,2022-11-20T00:00:00,2022-11-20T00:00:00,2022-11-20T00:00:00,0.000
2000,SP02,000000000010000281,004,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-09-11T00:00:00,2024-09-11T00:00:00,2024-09-11T00:00:00,3.476
1000,SP01,000000000010000282,010,ERSA,HYDR-ASSY,VB,46.000,6218805.78,2026-07-21T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,5.441
4000,SP04,000000000030000061,004,ERSA,MECH-BRG,ND,10.000,960401.80,2025-12-19T00:00:00,,,2025-12-19T00:00:00,0.000
3000,SP03,000000000010000283,004,ERSA,ELEC-MOTR,VB,4.000,2802295.16,2026-02-03T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,0.970
2000,SP02,000000000010000284,006,ERSA,MECH-BRG,VB,0.000,0.00,,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-08-29T00:00:00,0.000
3000,SP03,000000000010000285,007,ERSA,CONV-COMP,VB,4.000,265384.88,2026-04-03T00:00:00,2026-07-22T00:00:00,2026-07-22T00:00:00,2026-07-22T00:00:00,3.348
3000,SP03,000000000080000071,009,HIBE,ELEC-MOTR,VB,4.000,1469805.92,2026-05-04T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2.388
1000,SP01,000000000080000071,009,HIBE,ELEC-MOTR,VB,8.000,2939611.84,2026-05-31T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,3.724
1000,SP01,000000000010000286,003,ERSA,MECH-GBOX,VB,44.000,1094986.20,2026-05-14T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,6.637
1000,SP01,000000000010000287,003,ERSA,MECH-SEAL,VB,96.000,599293.44,2026-06-21T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,18.209
4000,SP04,000000000010000288,003,ERSA,MILL-LINR,VB,11.000,908653.90,2026-07-03T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2.071
2000,SP02,000000000010000289,004,ERSA,MILL-LINR,VB,0.000,0.00,,2024-11-28T00:00:00,2024-11-28T00:00:00,2024-11-28T00:00:00,0.000
1000,SP01,000000000010000289,003,ERSA,MILL-LINR,VB,0.000,0.00,,2025-07-19T00:00:00,2025-07-19T00:00:00,2025-07-19T00:00:00,0.000
1000,SP01,000000000010000290,008,ERSA,INST-XMTR,VB,15.000,142945.35,2026-08-01T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,2.778
1000,SP01,000000000010000291,010,ERSA,HYDR-ASSY,VB,3.000,11380.38,2026-03-27T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,1.632
2000,SP02,000000000010000292,006,ERSA,MILL-LINR,VB,0.000,0.00,,2023-01-18T00:00:00,2023-01-18T00:00:00,2023-01-18T00:00:00,0.000
4000,SP04,000000000010000293,007,ERSA,MILL-LINR,VB,0.000,0.00,,2024-09-24T00:00:00,2024-09-24T00:00:00,2024-09-24T00:00:00,4.541
1000,SP01,000000000010000294,002,ERSA,HYDR-ASSY,VB,3.000,1108186.11,2025-09-05T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,1.115
1000,SP01,000000000080000072,003,HIBE,MECH-PUMP,VB,2.000,436863.40,2025-12-31T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,1.713
3000,SP03,000000000010000295,010,ERSA,MECH-SEAL,VB,5.000,854614.90,2026-08-21T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-21T00:00:00,1.151
1000,SP01,000000000010000296,002,ERSA,MECH-BRG,VB,84.000,252855.96,2026-09-03T00:00:00,2026-08-02T00:00:00,2026-08-02T00:00:00,2026-09-03T00:00:00,4.562
1000,SP01,000000000010000297,008,HIBE,CONV-COMP,VB,0.000,0.00,,2024-06-11T00:00:00,2024-06-11T00:00:00,2024-06-11T00:00:00,0.000
2000,SP02,000000000010000298,008,ERSA,ELEC-CTRL,VB,55.000,132227.15,2026-08-17T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-17T00:00:00,18.113
2000,SP02,000000000010000299,004,ERSA,ELEC-CTRL,VB,56.000,28199598.56,2026-03-17T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,9.612
4000,SP04,000000000080000073,008,ERSA,CONV-COMP,VB,3.000,1040342.52,2025-04-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,3.140
2000,SP02,000000000010000300,003,ERSA,HYDR-ASSY,VB,20.000,1261981.00,2026-05-11T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,5.266
2000,SP02,000000000010000301,001,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-09-19T00:00:00,2024-09-19T00:00:00,2024-09-19T00:00:00,6.146
2000,SP02,000000000010000302,005,ERSA,HYDR-ASSY,VB,275.000,201151.50,2026-08-11T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,41.977
2000,SP02,000000000010000303,010,HIBE,MECH-GBOX,VB,14.000,1379844.06,2026-08-24T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2.808
1000,SP01,000000000010000303,003,HIBE,MECH-GBOX,VB,2.000,197120.58,2026-07-31T00:00:00,2026-07-05T00:00:00,2026-07-05T00:00:00,2026-07-31T00:00:00,0.917
1000,SP01,000000000010000304,009,HIBE,MILL-LINR,VB,4.000,289516.60,,2026-07-17T00:00:00,2026-07-17T00:00:00,2026-07-17T00:00:00,2.873
1000,SP01,000000000080000074,004,ERSA,MECH-PUMP,VB,4.000,239637.60,2026-09-06T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-09-06T00:00:00,1.153
4000,SP04,000000000080000075,009,ERSA,MILL-LINR,VB,7.000,2495201.73,2026-07-22T00:00:00,2026-07-23T00:00:00,2026-07-23T00:00:00,2026-07-23T00:00:00,8.037
2000,SP02,000000000010000305,005,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-10-10T00:00:00,2024-10-10T00:00:00,2024-10-10T00:00:00,8.687
1000,SP01,000000000010000306,001,HIBE,CONV-COMP,VB,0.000,0.00,,2024-10-07T00:00:00,2024-10-07T00:00:00,2024-10-07T00:00:00,1.594
1000,SP01,000000000010000307,006,ERSA,MECH-PUMP,VB,0.000,0.00,,2023-08-18T00:00:00,2023-08-18T00:00:00,2023-08-18T00:00:00,0.000
3000,SP03,000000000010000308,007,ERSA,HYDR-ASSY,VB,11.000,472327.13,2026-05-17T00:00:00,2026-03-26T00:00:00,2026-03-26T00:00:00,2026-05-17T00:00:00,1.591
3000,SP03,000000000010000309,003,ERSA,HYDR-ASSY,VB,3.000,1130609.85,2025-11-14T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2.443
4000,SP04,000000000010000309,002,ERSA,HYDR-ASSY,VB,9.000,3391829.55,2026-01-01T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2.358
2000,SP02,000000000010000310,003,ERSA,INST-XMTR,VB,0.000,0.00,2026-06-27T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,1.829
2000,SP02,000000000030000062,002,ERSA,MILL-LINR,ND,0.000,0.00,2026-05-22T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,0.000
2000,SP02,000000000010000311,008,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-03-22T00:00:00,2025-03-22T00:00:00,2025-03-22T00:00:00,4.073
4000,SP04,000000000010000312,007,ERSA,HYDR-ASSY,VB,0.000,0.00,,2023-08-09T00:00:00,2023-08-09T00:00:00,2023-08-09T00:00:00,0.000
4000,SP04,000000000030000063,007,ERSA,HYDR-ASSY,PD,3.000,199130.91,2026-04-25T00:00:00,2026-05-03T00:00:00,2026-05-03T00:00:00,2026-05-03T00:00:00,0.000
2000,SP02,000000000010000313,001,ERSA,CONV-COMP,VB,4.000,26211.08,2026-02-13T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2.581
4000,SP04,000000000010000314,007,ERSA,INST-XMTR,VB,8.000,978963.36,2026-07-13T00:00:00,2026-04-04T00:00:00,2026-04-04T00:00:00,2026-07-13T00:00:00,2.198
4000,SP04,000000000010000315,001,HIBE,CONV-COMP,VB,10.000,332745.10,2025-11-23T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,8.234
1000,SP01,000000000010000316,001,HIBE,ELEC-MOTR,VB,7.000,878708.32,2025-10-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,3.169
4000,SP04,000000000010000317,008,ERSA,INST-XMTR,VB,17.000,656400.43,2026-06-20T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,6.882
1000,SP01,000000000010000317,010,ERSA,INST-XMTR,VB,3.000,115835.37,2026-06-20T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,1.022
3000,SP03,000000000010000318,004,ERSA,MECH-SEAL,VB,0.000,0.00,,2025-03-23T00:00:00,2025-03-23T00:00:00,2025-03-23T00:00:00,0.000
1000,SP01,000000000010000319,007,ERSA,MECH-PUMP,VB,6.000,687411.78,2026-07-19T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,3.597
4000,SP04,000000000010000319,001,ERSA,MECH-PUMP,VB,11.000,1260254.93,2026-02-06T00:00:00,2026-02-02T00:00:00,2026-02-02T00:00:00,2026-02-06T00:00:00,4.556
4000,SP04,000000000030000064,002,ERSA,INST-XMTR,ND,6.000,652606.44,2026-04-02T00:00:00,,,2026-04-02T00:00:00,0.000
1000,SP01,000000000030000064,007,ERSA,INST-XMTR,PD,2.000,217535.48,2026-06-04T00:00:00,2025-12-13T00:00:00,2025-12-13T00:00:00,2026-06-04T00:00:00,0.000
3000,SP03,000000000010000320,002,ERSA,ELEC-MOTR,VB,1.000,101636.73,2026-02-08T00:00:00,2025-11-26T00:00:00,2025-11-26T00:00:00,2026-02-08T00:00:00,0.195
2000,SP02,000000000010000320,007,ERSA,ELEC-MOTR,VB,2.000,203273.46,2026-07-19T00:00:00,2026-06-04T00:00:00,2026-06-04T00:00:00,2026-07-19T00:00:00,1.295
4000,SP04,000000000030000065,003,ERSA,MECH-GBOX,PD,0.000,0.00,,,,,0.000
1000,SP01,000000000010000321,006,ERSA,CONV-COMP,VB,2.000,141977.74,2026-07-28T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,2026-07-28T00:00:00,0.890
1000,SP01,000000000010000322,002,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-02-23T00:00:00,2025-02-23T00:00:00,2025-02-23T00:00:00,0.000
3000,SP03,000000000030000066,009,ERSA,INST-XMTR,ND,3.000,325803.78,2026-05-08T00:00:00,,,2026-05-08T00:00:00,0.000
1000,SP01,000000000010000323,007,ERSA,MECH-PUMP,VB,1.000,33715.80,2025-11-12T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,0.966
3000,SP03,000000000010000324,002,ERSA,MECH-SEAL,VB,1.000,91728.63,2025-03-04T00:00:00,2024-12-07T00:00:00,2024-12-07T00:00:00,2025-03-04T00:00:00,0.366
1000,SP01,000000000030000067,002,ERSA,MECH-PUMP,ND,0.000,0.00,2026-05-10T00:00:00,2026-06-06T00:00:00,2026-06-06T00:00:00,2026-06-06T00:00:00,0.000
3000,SP03,000000000010000325,003,ERSA,MILL-LINR,VB,0.000,0.00,,2025-01-14T00:00:00,2025-01-14T00:00:00,2025-01-14T00:00:00,0.000
4000,SP04,000000000010000326,001,ERSA,MECH-BRG,VB,0.000,0.00,,2025-06-29T00:00:00,2025-06-29T00:00:00,2025-06-29T00:00:00,0.000
4000,SP04,000000000010000327,008,ERSA,ELEC-MOTR,VB,10.000,267390.70,2025-11-24T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,7.063
1000,SP01,000000000030000068,007,ERSA,MILL-LINR,PD,2.000,232558.46,2026-03-23T00:00:00,2026-04-01T00:00:00,2026-04-01T00:00:00,2026-04-01T00:00:00,0.000
4000,SP04,000000000010000328,006,HIBE,HYDR-ASSY,VB,51.000,760510.98,2026-07-12T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,3.709
1000,SP01,000000000010000329,006,ERSA,MECH-GBOX,VB,170.000,287385.00,2026-08-30T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-30T00:00:00,7.687
3000,SP03,000000000030000069,006,ERSA,HYDR-ASSY,PD,2.000,1016217.76,2026-03-09T00:00:00,2026-04-10T00:00:00,2026-04-10T00:00:00,2026-04-10T00:00:00,0.000
4000,SP04,000000000030000069,002,ERSA,HYDR-ASSY,ND,0.000,0.00,2026-04-10T00:00:00,2026-04-30T00:00:00,2026-04-30T00:00:00,2026-04-30T00:00:00,0.000
4000,SP04,000000000010000330,006,ERSA,MECH-GBOX,VB,2.000,302346.40,2026-04-27T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2.390
2000,SP02,000000000010000330,003,ERSA,MECH-GBOX,VB,5.000,755866.00,2026-08-03T00:00:00,2026-06-21T00:00:00,2026-06-21T00:00:00,2026-08-03T00:00:00,0.672
4000,SP04,000000000010000331,006,ERSA,ELEC-MOTR,VB,10.000,5330695.90,,2026-07-11T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,4.238
3000,SP03,000000000010000332,010,ERSA,MECH-BRG,VB,1.000,116355.65,2026-08-08T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-08-08T00:00:00,0.310
3000,SP03,000000000010000333,009,ERSA,INST-XMTR,VB,2.000,37886.42,,2024-11-18T00:00:00,2024-11-18T00:00:00,2024-11-18T00:00:00,0.880
1000,SP01,000000000080000076,001,ERSA,ELEC-CTRL,VB,7.000,714800.17,2026-07-13T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,1.825
2000,SP02,000000000010000334,007,ERSA,MECH-GBOX,VB,0.000,0.00,,2024-10-18T00:00:00,2024-10-18T00:00:00,2024-10-18T00:00:00,6.329
